Asset Name,Asset Code,Location Code,Category,Asset Description,Make,Model,Serial Number,Charge Department Code,Account Code,Supplier/Manufacturer Name,Supplier/Manufacturer Number,Manual RQD,Manual Found,Global,P&ID Doc Name,P&ID Page,P&ID Tag,Equipment,Equipment Voltage,Equipment Amps,Equipment Power,Equipment Fluid,Equipment Material of Construction,Equipment Diameter,Equipment Power Feed Location,Equipment Type,Lines,Line Fluid,Line Material of Construction,Line Diameter,Line From,Line To,Line Insulation,Line Design Pressure,Line Schedule,Line Flange Class,Valves,Valve Voltage,Valve Fluid,Valve Material of Construction,Valve Diameter,Valve Power Feed Location,Valve Seal Material,Valve Auto/Manual,Valve Type,Valve Actuator Type,Valve Connections Type,Valve Seat Material,Tanks,Tank Fluid,Tank Material of Construction,Tank Diameter,Tank Height,Tank Volume,Tank Working Volume,Tank Working Height,Tank Type,Instruments,Instrument Voltage,Instrument Fluid,Instrument Connection Type,Instrument Power Feed Location,Instrument Type,Instrument Wire Count,Instrument Analog/Digital,Instrument Mount Detail,Panels,Panels Voltage,Panels Amps,Panels Power Feed Location,Panel Type,Permits,Permit Number,Permit Description,Permit Title,Permit Permitting Body,Permit Plant Area,Permit Revision Number,Permit Expiry,Packages,Package Voltage,Package Amps,Package Power,Package Power Feed Location,*Any Custom Fields*,Notes,Unspc Code,Barcode,Facility Latitude,Facility Longitude,Facility Street Address,Facility City,Facility Postal Code,Facility Province,Facility Country,User/User Group name/Personnel Code,Calibration Needed,Aisle,Row,Bin,Low-level asset codes
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44102B,C2NC-1300-HTG-FIT_44102B,C2NC-1300-HTG,Instruments,Flow transmitter on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FIT_44102B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44102C,C2NC-1300-HTG-FIT_44102C,C2NC-1300-HTG,Instruments,Flow transmitter on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FIT_44102C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44101A,C2NC-1300-HTG-PI_44101A,C2NC-1300-HTG,Instruments,Pressure indicator prior to AD HX pump - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/4"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44101B,C2NC-1300-HTG-PI_44101B,C2NC-1300-HTG,Instruments,Pressure indicator prior to AD HX pump - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/4"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44101C,C2NC-1300-HTG-PI_44101C,C2NC-1300-HTG,Instruments,Pressure indicator prior to AD HX pump - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44101C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/4"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44102A,C2NC-1300-HTG-PI_44102A,C2NC-1300-HTG,Instruments,Pressure indicator after AD HX pump - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44102A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44102B,C2NC-1300-HTG-PI_44102B,C2NC-1300-HTG,Instruments,Pressure indicator after AD HX pump - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44102B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44102C,C2NC-1300-HTG-PI_44102C,C2NC-1300-HTG,Instruments,Pressure indicator after AD HX pump - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44102C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44103A,C2NC-1300-HTG-PI_44103A,C2NC-1300-HTG,Instruments,Pressure transmitter on HW supply to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44103A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,0,,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44103B,C2NC-1300-HTG-PI_44103B,C2NC-1300-HTG,Instruments,Pressure transmitter on HW supply to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44103C,C2NC-1300-HTG-PI_44103C,C2NC-1300-HTG,Instruments,Pressure transmitter on HW supply to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44103C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,0,,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44104A,C2NC-1300-HTG-PI_44104A,C2NC-1300-HTG,Instruments,Pressure indicator on HW exiting AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44104A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44104B,C2NC-1300-HTG-PI_44104B,C2NC-1300-HTG,Instruments,Pressure indicator on HW exiting AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44104B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Membrane - Blower - Pressure Safety Valve - 01C,C2NC-1300-300-PSV_41201C,C2NC-1300-300,Valves,Membrane Blower Pressure Regulator Valve,,,,,,,,,,,,D-06,PSV_41201C,,,,,,,,,,,,,,,,,,,,,,AU,,10,,,Manual,Pressure Regulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44104C,C2NC-1300-HTG-PI_44104C,C2NC-1300-HTG,Instruments,Pressure indicator on HW exiting AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44104C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44105A,C2NC-1300-HTG-PI_44105A,C2NC-1300-HTG,Instruments,Pressure indicator on DGT stream exiting AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44105A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44105B,C2NC-1300-HTG-PI_44105B,C2NC-1300-HTG,Instruments,Pressure indicator on DGT stream exiting AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44105B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - Indicator - 44105C,C2NC-1300-HTG-PI_44105C,C2NC-1300-HTG,Instruments,Pressure indicator on DGT stream exiting AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,PI_44105C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Pressure Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - High - Switch - 44101A,C2NC-1300-HTG-PSH_44101A,C2NC-1300-HTG,Instruments,Pressure switch after AD HX pump - Instruments,,,,,,,,Y,,Digital,,D-09,PSH_44101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - High - Switch - 44101B,C2NC-1300-HTG-PSH_44101B,C2NC-1300-HTG,Instruments,Pressure switch after AD HX pump - Instruments,,,,,,,,Y,,Digital,,D-09,PSH_44101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/4"" GAS-F",,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Pressure - High - Switch - 44101C,C2NC-1300-HTG-PSH_44101C,C2NC-1300-HTG,Instruments,Pressure switch after AD HX pump - Instruments,,,,,,,,Y,,Digital,,D-09,PSH_44101C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicator - 44101A,C2NC-1300-HTG-TI_44101A,C2NC-1300-HTG,Instruments,Temp indicator on HW exiting AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TI_44101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,0,,Temperature Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicator - 44101B,C2NC-1300-HTG-TI_44101B,C2NC-1300-HTG,Instruments,Temp indicator on HW exiting AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TI_44101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,0,,Temperature Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicator - 44101C,C2NC-1300-HTG-TI_44101C,C2NC-1300-HTG,Instruments,Temp indicator on HW exiting AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TI_44101C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Temperature Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44101A,C2NC-1300-HTG-TIT_44101A,C2NC-1300-HTG,Instruments,Temperature transmitter on HW supply to AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44101B,C2NC-1300-HTG-TIT_44101B,C2NC-1300-HTG,Instruments,Temperature transmitter on HW supply to AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44101C,C2NC-1300-HTG-TIT_44101C,C2NC-1300-HTG,Instruments,Temperature transmitter on HW supply to AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44101C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,"FLANGED
DN 40  PN 10",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44102A,C2NC-1300-HTG-TIT_44102A,C2NC-1300-HTG,Instruments,Temp transmitter on DGT stream to AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44102A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44102B,C2NC-1300-HTG-TIT_44102B,C2NC-1300-HTG,Instruments,Temp transmitter on DGT stream to AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44102B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44102C,C2NC-1300-HTG-TIT_44102C,C2NC-1300-HTG,Instruments,Temp transmitter on DGT stream to AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44102C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44103A,C2NC-1300-HTG-TIT_44103A,C2NC-1300-HTG,Instruments,Temp transmitter on DGT stream exiting AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44103A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44103B,C2NC-1300-HTG-TIT_44103B,C2NC-1300-HTG,Instruments,Temp transmitter on DGT stream exiting AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44103C,C2NC-1300-HTG-TIT_44103C,C2NC-1300-HTG,Instruments,Temp transmitter on DGT stream exiting AD HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TIT_44103C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Thermowell - 44102A,C2NC-1300-HTG-TW_44102A,C2NC-1300-HTG,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TW_44102A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Thermowell,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Thermowell - 44102B,C2NC-1300-HTG-TW_44102B,C2NC-1300-HTG,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TW_44102B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Thermowell,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Thermowell - 44102C,C2NC-1300-HTG-TW_44102C,C2NC-1300-HTG,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TW_44102C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Thermowell,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Thermowell - 44103A,C2NC-1300-HTG-TW_44103A,C2NC-1300-HTG,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TW_44103A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1"" GAS-F",,Thermowell,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Thermowell - 44103B,C2NC-1300-HTG-TW_44103B,C2NC-1300-HTG,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TW_44103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1"" GAS-F",,Thermowell,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Thermowell - 44103C,C2NC-1300-HTG-TW_44103C,C2NC-1300-HTG,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-09,TW_44103C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Thermowell,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - #1,C2NC-1200-050-MX_21101,C2NC-1200-050,Equipment,PSM 940 Mixer,Anaergia Technologies,PSMA4_XP 940,,,,,,P,,,,D-01,MX_21101,,480,,16.76275 HP,,,,,Mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - #2,C2NC-1200-050-MX_21102,C2NC-1200-050,Equipment,PSM 940 Mixer,Anaergia Technologies,PSMA4_XP 940,,,,,,P,,,,D-01,MX_21102,,480,,16.76275 HP,,,,,Mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hydroxide - Check Valve - 01,C2NC-1300-CHEM-CV_31101,C2NC-1300-CHEM,Valves, Check Valve,,,,,,,,,,,,D-08,CV_31101,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Dosing - Check Valve - 01,C2NC-1300-CHEM-CV_31201,C2NC-1300-CHEM,Valves,Antifoam Dosing Check Valve,,,,,,,,,,,,D-08,CV_31201,,,,,,,,,,,,,,,,,,,,,,AF,,1,,,Manual,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - #3,C2NC-1200-050-MX_21103,C2NC-1200-050,Equipment,PSM 940 Mixer,Anaergia Technologies,PSMA4_XP 940,,,,,,P,,,,D-01,MX_21103,,480,,16.76275 HP,,,,,Mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - #4,C2NC-1200-050-MX_21104,C2NC-1200-050,Equipment,PSM 940 Mixer,Anaergia Technologies,PSMA4_XP 940,,,,,,P,,,,D-01,MX_21104,,480,,16.76275 HP,,,,,Mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - #5,C2NC-1200-050-MX_21105,C2NC-1200-050,Equipment,PSM 940 Mixer,Anaergia Technologies,PSMA4_XP 940,,,,,,P,,,,D-01,MX_21105,,480,,16.76275 HP,,,,,Mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - #6,C2NC-1200-050-MX_21106,C2NC-1200-050,Equipment,PSM 940 Mixer,Anaergia Technologies,PSMA4_XP 940,,,,,,P,,,,D-01,MX_21106,,480,,16.76275 HP,,,,,Mixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Anti-Foam Dosing Pump,C2NC-1200-AF-P_31201A,C2NC-1200-AF,Equipment,FCON Anti-Foam Dosing Pump,Seepex,MD 003-12,,,,,,P,,,,D-04,P_31201A,,120,,1 HP,,,,,Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Anti-Foam Dosing Pump Standby,C2NC-1200-AF-P_31201B,C2NC-1200-AF,Equipment,FCON Anti-Foam Dosing Pump Standby,Seepex,MD 003-12,,,,,,P,,,,D-04,P_31201B,,120,,1 HP,,,,,Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - Service - Box - #1,C2NC-1200-050-SB_21101,C2NC-1200-050,Equipment,Service Box Pro for fixed cover roof,Anaergia Technologies,,,,,,,Y,,,,D-01,SB_21101,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - Service - Box - #2,C2NC-1200-050-SB_21102,C2NC-1200-050,Equipment,Service Box Pro for fixed cover roof,Anaergia Technologies,,,,,,,Y,,,,D-01,SB_21102,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hydroxide - Ball Valve - 01,C2NC-1300-CHEM-HV_31101,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31101,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hydroxide - Ball Valve - 02,C2NC-1300-CHEM-HV_31102,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31102,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Ball Valve - 01,C2NC-1300-CHEM-HV_31201,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31201,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Dosing - Ball Valve - 02,C2NC-1300-CHEM-HV_31202,C2NC-1300-CHEM,Valves,Antifoam Dosing Ball Valve,,,,,,,,,,,,D-08,HV_31202,,,,,,,,,,,,,,,,,,,,,,AF,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Ball Valve - 03,C2NC-1300-CHEM-HV_31203,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31203,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Ball Valve - 04,C2NC-1300-CHEM-HV_31204,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31204,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Ball Valve - 05,C2NC-1300-CHEM-HV_31205,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31205,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Ball Valve - 06,C2NC-1300-CHEM-HV_31206,C2NC-1300-CHEM,Valves, Ball Valve,,,,,,,,,,,,D-08,HV_31206,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - Service - Box - #3,C2NC-1200-050-SB_21103,C2NC-1200-050,Equipment,Service Box Pro for fixed cover roof,Anaergia Technologies,,,,,,,Y,,,,D-01,SB_21103,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - Service - Box - #4,C2NC-1200-050-SB_21104,C2NC-1200-050,Equipment,Service Box Pro for fixed cover roof,Anaergia Technologies,,,,,,,Y,,,,D-01,SB_21104,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - Service - Box - #5,C2NC-1200-050-SB_21105,C2NC-1200-050,Equipment,Service Box Pro for fixed cover roof,Anaergia Technologies,,,,,,,Y,,,,D-01,SB_21105,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Mixer - Service - Box - #6,C2NC-1200-050-SB_21106,C2NC-1200-050,Equipment,Service Box Pro for fixed cover roof,Anaergia Technologies,,,,,,,Y,,,,D-01,SB_21106,,,,,,,,,Service Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
